review,rating
"not worth stayed lenox weekend trip boston, great location, rooms small not website, switch rooms elevator night listening people coming going, old hotel hear neighbors hallways, rooms high speed internet access joke, old dialup service faster, n't plan getting work need online,  ",1
"does n't pay reserve early booked room august requested corner room october, got hotel no record request gave quiet room, want room right elevator hear sounds night long hum hvac pay 245 night quiet, aveda sensitive hand lotion caused terrible rash lasted 3 weeks,  ",1
"room 318 black hole, avoid room 318. stayed room 5 nights 27 september, room ok trifle dowdy window obscured enormous dome conference suite, meant daylight did not penetrate need room inadequate lights hour day leave hotel weather like, staff not helpful entrances stairs reception struggle considerable luggage, good location not good value money paid,  ",2
"good lenox booked 2 rooms big impressive small clean certainly not dog-eared.certainly good room good room.and hotel 5 mins walk bostom common, just watch taxi drivers west indian drivers not user friendly,  ",4
"lovely building booked trailfinders family 4 2 teenagers, sons enjoyed pool frowned people just sat pool understand messing apool swimming racing, hotel nice room quiet comfortable, interesting read reviewer ipod missing 2 mobile phones charge desk room son came use wasnt, earphones kept pointed security nothing, hotel happens read investigate items going, admit did prefer hilton bay,  ",4
"helpful friendly staff comfortable furnished rooms quietest hotel rooms stayed, desk staff friendly helpful bar restaurant staff, door men exceptional happy helpful dreadful weather boston experienced 4 days.a run hotel pleasant helpful staff lot worked hotel years sign good hotel.boston not favourite city langham enjoyable,  ",5
"really great hotel, stay langham 4 nights july super, checked easily room really clean tidy, did eat breakfast hotel morning cost 70, expensive recieved.there turn service night chocolate left pillows, gym pool pool cold gym lovely, concierge extremely helpful, langham ideal place stay close local shops bars quiet,  ",4
"great location exceptionally comfortable bed perfect pillows crisp ironed sheets, rooms not particularly spacious adequate, excellent room service expensive good food wonderful waiter, cooling awful temperature preset 78 degrees building engineering come rout ceiling use in-room thermostat, temp did cool hours nonetheless annoying outside temp comfortable 68 degrees windows n't open, construction street featured outdoor generator roared 11 p.m. night making sleep impossible hotel control, ask room away construction, concierge service good morning fellow needs reality check wearing borrowed blazer,  ",4
"clean room thats, let say upfront got room quarter normal price hotwire.com, price perfect bargain.if going pay going rate hotel where.your money clean room little bit small hey boston polite staff, just costs extra, premium quality hotel surprised did n't offer free internet access limited cable offering prices breakfast room ridiculous 23 toast juice, kidding right, think rate premium hotel upgraded soaps, want stay boston looking splurge stay look premium brand langham n't better higher end chains cater business traveler minus amenities,  ",2
"family 4 fantastic family 4 uk children aged 12 13 staying weekend booked deal trailfinders october using ba flights, arrived late friday night check easy, requested interconnecting rooms booked arranged no problems.the rooms 5th flloor great double room room 2 queen size beds, spacious equipped want.at weekend buffet breakfast, staff fantastic friendly welcoming especially 13 year old classed 12 year sake, plenty choice ending coffee tea just average booked jazz brunch sunday delicious, huge amounts food choice did n't eat rest day.the swimming pool currently undergoing refit n't swim did n't really matter us.the hotel good location walk, did taxi airport took 15 mins..we staff extremely pleasant helpful ready stop chat.the hotel quite weekend monday soon filled business customers.to conclude great hotel historic building staff welcoming friendly good location love,  ",4
"business stay stayed business 4 days, room nice comfortable bed not good westin heavenly bed, turn-down service robe slippers nice touch, stayed higher floors slanted windows unique, nice sitting area windows, older kept hotel, treated like special guest plenty staff, concierge helpful pretty knew, location closer historical sites far great shopping washington street n't far dsw filene basement, financial district closes 6:00pm, stuck looking drug store 5 area closed.ate restaurant breakfast service lacked, waitress 10 tables, staff busy getting brunch service ready, disappointment nice hotel,  ",4
